sample_id,label,size_model,size_params_json,label_coarse,label_family,n_particles,pattern_params,seed_offset
sample_000047,C09_Spiral,weibull,"{""k"": 1.0101484041566264, ""lambda_um"": 0.4214681092089449, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,144,"{""end_r_ratio"": 0.7039832148440173, ""n_particles"": 144, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 25.25966932001744, ""width_norm"": 0.02090931704305711}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.11204410491081977, ""theta_max"": 15.062496374651776, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01847635057003262}",47
sample_000048,C08_CurvedScratch,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.410493586706357, ""per_sample"": true, ""sigma_log"": 0.38046548051502893}",,,44,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 5.981807360837662, ""arc_radius_ratio"": 0.4679175590561515, ""n_particles"": 44, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.7485674349139511, ""span_rad"": 0.40811910176179866, ""width_norm"": 0.056616376032911496}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 82.28102851636125, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.035439391643614024}",48
sample_000049,C09_Spiral,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -0.8221272065220409, ""per_sample"": true, ""sigma_log"": 0.7972186037740563}",,,156,"{""end_r_ratio"": 0.8224703761026401, ""n_particles"": 156, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 18.580754198123955, ""width_norm"": 0.04054333491069178}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.23891312167891063, ""theta_max"": 8.751500842527664, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.013449072123547581}",49
sample_000050,C01_Uniform,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.735578290091263, ""per_sample"": true, ""sigma_log"": 0.28448018188523294}",,,69,"{""n_particles"": 69, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",50
sample_000051,C07_StraightLine,weibull,"{""k"": 1.6797221886037224, ""lambda_um"": 0.1922453626563876, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,99,"{""angle_deg"": 2.9443285347746473, ""n_particles"": 99, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.07547316657377362, ""params"": {""segment_half_length_norm"": 0.3261807775217184, ""width_norm"": 0.04875696070592195}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.4663996021921235, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03597031592399513}",51
sample_000052,ring_narrow,weibull,"{""k"": 1.1454704599112242, ""lambda_um"": 0.06436453430455505, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",ring,ring,81,"{""n_particles"": 81, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",52
sample_000053,C08_CurvedScratch,weibull,"{""k"": 2.6678772060014486, ""lambda_um"": 0.06281324466189249, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,169,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 2.9545575566421896, ""arc_radius_ratio"": 0.456579419218324, ""n_particles"": 169, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.7183146170126765, ""span_rad"": 0.2693799045481977, ""width_norm"": 0.035079701879898964}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 132.72346989198894, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.05292496793115705}",53
sample_000054,C05_Sector_Internal,weibull,"{""k"": 2.032972214847069, ""lambda_um"": 0.15038827110476694, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,169,"{""angle_center_rad"": 4.543963431526713, ""angle_width_deg"": 113.20456034896502, ""edge_margin_norm"": 0.05, ""n_particles"": 169, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.399138509055691, ""r_outer_ratio"": 0.5332029816155897, ""radial_beta_alpha"": 1.945346165425074, ""radial_beta_beta"": 3.773050203177257, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 6.692081247671043, ""wafer_radius_mm"": 150.0}",54
sample_000055,C01_Uniform,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.29618239461944823, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.07063741271516917}",,,123,"{""n_particles"": 123, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",55
sample_000056,C06_RadialLines,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -0.8643728036235729, ""per_sample"": true, ""sigma_log"": 0.47795013031518147}",,,93,"{""angular_jitter_deg"": 2.635227589406613, ""n_lines"": 8, ""n_particles"": 93, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""params"": {""n_lines"": 4.0, ""r_max_norm"": 0.9176300019835422, ""r_min_norm"": 0.11905680965291046, ""sigma_perp_norm"": 0.020911960852784017}, ""r_max_ratio"": 0.6587886306806854, ""r_min_ratio"": 0.005230904242275181, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.008972229366883445, ""wafer_radius_mm"": 150.0}",56
sample_000057,C02_EdgeBiased,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -0.7248687554689948, ""per_sample"": true, ""sigma_log"": 0.8985216723118086}",,,157,"{""edge_bias"": 2.202691842118158, ""n_particles"": 157, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",57
sample_000058,C03_Ring,pareto,"{""alpha"": 2.060077934545104, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.25642001136211706}",,,49,"{""n_particles"": 49, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.4298010247941639, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1703294893174578}",58
sample_000059,C08_CurvedScratch,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.4171377515742733, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.03463347322428418}",,,25,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 4.36834229380315, ""arc_radius_ratio"": 0.5232846348174611, ""n_particles"": 25, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.5770849727983782, ""span_rad"": 0.39138380788127847, ""width_norm"": 0.061804582560163426}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 77.33261196865969, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03128003062392856}",59
sample_000060,C09_Spiral,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -0.7476018648142602, ""per_sample"": true, ""sigma_log"": 0.25493658758199556}",,,164,"{""end_r_ratio"": 0.8064257861314722, ""n_particles"": 164, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 13.587094124805468, ""width_norm"": 0.02675123896380869}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.21228393427968104, ""theta_max"": 18.28787153357952, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.015340277012190675}",60
sample_000061,C08_CurvedScratch,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.203398648671998, ""per_sample"": true, ""sigma_log"": 0.5466752063554902}",,,17,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 3.1207050295276075, ""arc_radius_ratio"": 0.6858706898823502, ""n_particles"": 17, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.5832207164507821, ""span_rad"": 0.43819679206057705, ""width_norm"": 0.06429144898450492}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 143.0662770072435, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.030894671919483523}",61
sample_000062,C05_Sector_Internal,weibull,"{""k"": 2.528766256355768, ""lambda_um"": 0.4700379309077141, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,15,"{""angle_center_rad"": 5.23276773425409, ""angle_width_deg"": 57.29438045178033, ""edge_margin_norm"": 0.05, ""n_particles"": 15, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.2998931242484042, ""r_outer_ratio"": 0.5446965217570048, ""radial_beta_alpha"": 1.3310262616555735, ""radial_beta_beta"": 1.3292525281359964, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 1.4651378770255632, ""wafer_radius_mm"": 150.0}",62
sample_000063,C08_CurvedScratch,weibull,"{""k"": 1.466189886509213, ""lambda_um"": 0.29410494461276426, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,145,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 2.3567645841381073, ""arc_radius_ratio"": 0.48052285609758577, ""n_particles"": 145, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.7401210177208379, ""span_rad"": 0.22026997032241505, ""width_norm"": 0.03405588215965399}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 130.19973851611908, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.040348919134177125}",63
sample_000064,C01_Uniform,pareto,"{""alpha"": 3.631226954935924, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.17551693698182913}",,,179,"{""n_particles"": 179, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",64
sample_000065,C04_Sector_Edge,weibull,"{""k"": 1.2982183142251649, ""lambda_um"": 0.27225330809851916, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,91,"{""angle_center_rad"": 0.5319010790639512, ""angle_width_deg"": 50.12632349815324, ""edge_width_ratio"": 0.16270861372189155, ""n_particles"": 91, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.7129871962772585, ""radial_beta_beta"": 1.5335198185505508, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 5.858615705293624, ""wafer_radius_mm"": 150.0}",65
sample_000066,C07_StraightLine,pareto,"{""alpha"": 3.457030542078013, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.2200718479603237}",,,161,"{""angle_deg"": 105.02364752293259, ""n_particles"": 161, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.2799481183273604, ""params"": {""segment_half_length_norm"": 0.2892491230020889, ""width_norm"": 0.05191251508483617}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.45597275063411496, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.045404341172179924}",66
sample_000067,C04_Sector_Edge,weibull,"{""k"": 2.701600749227584, ""lambda_um"": 0.04862727822811738, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,13,"{""angle_center_rad"": 3.108714638000086, ""angle_width_deg"": 59.877841916885345, ""edge_width_ratio"": 0.12561513590526058, ""n_particles"": 13, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.5439729642438826, ""radial_beta_beta"": 2.6252224047005583, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.376881268388555, ""wafer_radius_mm"": 150.0}",67
sample_000068,C11_Hotspot_Elliptic,weibull,"{""k"": 1.158889129994391, ""lambda_um"": 0.24339852716280203, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,160,"{""center_angle"": ""random"", ""center_angle_rad"": 4.551236252872115, ""center_radius_ratio"": 0.41279496675230687, ""mode"": ""random"", ""n_particles"": 160, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 3.481723547392424, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.0898056638480037, ""sigma_y_ratio"": 0.07521068463894358, ""wafer_radius_mm"": 150.0}",68
sample_000069,C05_Sector_Internal,weibull,"{""k"": 2.2113857406929087, ""lambda_um"": 0.17155259334924422, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,38,"{""angle_center_rad"": 0.1275128859988509, ""angle_width_deg"": 112.16728025214945, ""edge_margin_norm"": 0.05, ""n_particles"": 38, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.27008774419082177, ""r_outer_ratio"": 0.6389665846965082, ""radial_beta_alpha"": 2.6333936999885723, ""radial_beta_beta"": 1.796488285864413, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 1.9951640430076536, ""wafer_radius_mm"": 150.0}",69
sample_000070,C09_Spiral,pareto,"{""alpha"": 2.516542916711116, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.07011974063280023}",,,181,"{""end_r_ratio"": 0.9388594777996744, ""n_particles"": 181, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 27.73221562553022, ""width_norm"": 0.013812509274839787}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.22636617578003115, ""theta_max"": 6.879748923525732, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.007377979314485455}",70
sample_000071,C07_StraightLine,pareto,"{""alpha"": 3.5409553819066977, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.18231159449007672}",,,188,"{""angle_deg"": 118.43753638430998, ""n_particles"": 188, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.25082605581253076, ""params"": {""segment_half_length_norm"": 0.2833424604152969, ""width_norm"": 0.038231757187488925}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.4805631204171902, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01011645241107116}",71
sample_000072,C01_Uniform,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.9356802490880227, ""per_sample"": true, ""sigma_log"": 0.7429101631675694}",,,99,"{""n_particles"": 99, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",72
sample_000073,C09_Spiral,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.31046254977806886, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.034797042388395275}",,,53,"{""end_r_ratio"": 0.7645768188234069, ""n_particles"": 53, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 23.5996977007318, ""width_norm"": 0.019013002778254517}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.12950166168708738, ""theta_max"": 14.034037478232625, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04871610490528584}",73
sample_000074,hotspot_center,weibull,"{""k"": 2.313690229471816, ""lambda_um"": 0.2739973920507146, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",hotspot,hotspot,91,"{""center_angle"": ""random"", ""center_radius_ratio"": 0.9, ""mode"": ""center"", ""n_particles"": 91, ""name"": ""wafer_particles.pattern.hotspot"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.05, ""wafer_radius_mm"": 150.0}",74
sample_000075,C09_Spiral,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.7469798624935917, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.0697968392840549}",,,98,"{""end_r_ratio"": 0.8295401563953517, ""n_particles"": 98, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 22.622702141335786, ""width_norm"": 0.025533293639521185}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.13687903585421896, ""theta_max"": 17.069344789723623, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02930282956327899}",75
sample_000076,C03_Ring,weibull,"{""k"": 2.554642375391638, ""lambda_um"": 0.18512261161240587, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,39,"{""n_particles"": 39, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6706466973918603, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1269461263686253}",76
sample_000077,C01_Uniform,pareto,"{""alpha"": 3.0829639097959056, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.2873568648032964}",,,80,"{""n_particles"": 80, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",77
sample_000078,C07_StraightLine,pareto,"{""alpha"": 2.901173156664705, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.27278991988194834}",,,110,"{""angle_deg"": 142.72629814307197, ""n_particles"": 110, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.02455341327824062, ""params"": {""segment_half_length_norm"": 0.30061245462605185, ""width_norm"": 0.04385656918966316}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.39637042375342607, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.008618289960627974}",78
sample_000079,C01_Uniform,weibull,"{""k"": 0.7774439246074625, ""lambda_um"": 0.34325431954288843, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,147,"{""n_particles"": 147, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",79
sample_000080,C05_Sector_Internal,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.3675748742436488, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.03770555957855799}",,,26,"{""angle_center_rad"": 5.8883952487002675, ""angle_width_deg"": 96.73891247069022, ""edge_margin_norm"": 0.05, ""n_particles"": 26, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.14679220732370873, ""r_outer_ratio"": 0.8390532307154046, ""radial_beta_alpha"": 1.6321096699081945, ""radial_beta_beta"": 3.5734400202461254, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 3.789575998701397, ""wafer_radius_mm"": 150.0}",80
sample_000081,C09_Spiral,weibull,"{""k"": 1.2557487525573343, ""lambda_um"": 0.3712518328890731, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,144,"{""end_r_ratio"": 0.8511608534096142, ""n_particles"": 144, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 17.868480174596577, ""width_norm"": 0.016282114709719814}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.20494663819358575, ""theta_max"": 9.598510557300397, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.016995146708148716}",81
sample_000082,scratch_horizontal,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.72029145899925, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.08539657142081862}",line,scratch,184,"{""angle_category"": ""horizontal"", ""length_ratio"": 1.0, ""n_particles"": 184, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",82
sample_000083,C09_Spiral,weibull,"{""k"": 2.753787679092837, ""lambda_um"": 0.3888607300207248, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,131,"{""end_r_ratio"": 0.843594859397244, ""n_particles"": 131, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 16.52737893570192, ""width_norm"": 0.009537326248289586}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.2736316515493003, ""theta_max"": 7.045335023245529, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0422271870340508}",83
