sample_id,label,label_coarse,n_particles,pattern_params,seed_offset
sample_000073,C11_Hotspot_Elliptic,,859,"{""center_angle"": ""random"", ""center_angle_rad"": 3.6777755516018655, ""center_radius_ratio"": 0.8743220981057168, ""mode"": ""random"", ""n_particles"": 859, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.3524937307187612, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.08551138962889379, ""sigma_y_ratio"": 0.04021705439365373, ""wafer_radius_mm"": 150.0}",73
sample_000074,random_uniform,random,1160,"{""n_particles"": 1160, ""name"": ""wafer_particles.pattern.random_uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",74
sample_000075,C11_Hotspot_Elliptic,,1218,"{""center_angle"": ""random"", ""center_angle_rad"": 3.3521103664921097, ""center_radius_ratio"": 0.4860565912655797, ""mode"": ""random"", ""n_particles"": 1218, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 2.7130826911767327, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.10725017693809813, ""sigma_y_ratio"": 0.04193844169931776, ""wafer_radius_mm"": 150.0}",75
sample_000076,C03_Ring,,746,"{""n_particles"": 746, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6706466973918603, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1269461263686253}",76
sample_000077,C01_Uniform,,1074,"{""n_particles"": 1074, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",77
sample_000078,C07_StraightLine,,1312,"{""angle_deg"": 142.72629814307197, ""n_particles"": 1312, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.02455341327824062, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.39637042375342607, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.008618289960627974}",78
sample_000079,C01_Uniform,,550,"{""n_particles"": 550, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",79
sample_000080,C04_Sector_Edge,,640,"{""angle_center_rad"": 5.8883952487002675, ""angle_width_deg"": 71.90804303275905, ""edge_width_ratio"": 0.11913729094550622, ""n_particles"": 640, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.488565743123578, ""radial_beta_beta"": 1.2166771816971875, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.70287340513241, ""wafer_radius_mm"": 150.0}",80
sample_000081,C11_Hotspot_Elliptic,,1050,"{""center_angle"": ""random"", ""center_angle_rad"": 1.767369717508852, ""center_radius_ratio"": 0.23990293416297429, ""mode"": ""random"", ""n_particles"": 1050, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 3.165905510546718, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.053744268068134565, ""sigma_y_ratio"": 0.05782088224517002, ""wafer_radius_mm"": 150.0}",81
sample_000082,radial_lines,line,1463,"{""angular_jitter_deg"": 2.0, ""n_lines"": 6, ""n_particles"": 1463, ""name"": ""wafer_particles.pattern.radial_lines"", ""r_max_ratio"": 1.0, ""r_min_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",82
sample_000083,C11_Hotspot_Elliptic,,1486,"{""center_angle"": ""random"", ""center_angle_rad"": 1.3203359730714104, ""center_radius_ratio"": 0.7445437406810161, ""mode"": ""random"", ""n_particles"": 1486, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 3.007443702504274, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.035458495260959066, ""sigma_y_ratio"": 0.07384738536150341, ""wafer_radius_mm"": 150.0}",83
sample_000084,C07_StraightLine,,1517,"{""angle_deg"": 171.29870009991754, ""n_particles"": 1517, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.2628465341091738, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5127597316809498, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04991036057039112}",84
sample_000085,C03_Ring,,1531,"{""n_particles"": 1531, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6960140274152287, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1635762033335319}",85
sample_000086,C07_StraightLine,,948,"{""angle_deg"": 92.7628617144025, ""n_particles"": 948, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.11307561266766036, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.33797332881232345, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.024578571725293104}",86
sample_000087,C04_Sector_Edge,,911,"{""angle_center_rad"": 2.191444843777848, ""angle_width_deg"": 55.0797996350312, ""edge_width_ratio"": 0.21708886337405658, ""n_particles"": 911, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.546425940202159, ""radial_beta_beta"": 2.252149383839906, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 6.982056735932949, ""wafer_radius_mm"": 150.0}",87
sample_000088,C04_Sector_Edge,,809,"{""angle_center_rad"": 5.499234985584643, ""angle_width_deg"": 57.55389569288575, ""edge_width_ratio"": 0.09616067794617368, ""n_particles"": 809, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.613271735724843, ""radial_beta_beta"": 1.3310346110088078, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.126348791652973, ""wafer_radius_mm"": 150.0}",88
sample_000089,C03_Ring,,1513,"{""n_particles"": 1513, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7644139546310734, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.039999864125462026}",89
sample_000090,C11_Hotspot_Elliptic,,866,"{""center_angle"": ""random"", ""center_angle_rad"": 0.702202066295167, ""center_radius_ratio"": 0.4851029303464886, ""mode"": ""random"", ""n_particles"": 866, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 5.3106050270332075, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.03848058627134634, ""sigma_y_ratio"": 0.011528950676598244, ""wafer_radius_mm"": 150.0}",90
sample_000091,C07_StraightLine,,1196,"{""angle_deg"": 13.634029992121857, ""n_particles"": 1196, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.03432159939320517, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.8753223117114204, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.042081551760185215}",91
sample_000092,C03_Ring,,679,"{""n_particles"": 679, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.616743498154964, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1490041266125212}",92
sample_000093,C03_Ring,,777,"{""n_particles"": 777, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7002961685631106, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.10389192185103441}",93
sample_000094,C04_Sector_Edge,,1152,"{""angle_center_rad"": 3.5952875691562936, ""angle_width_deg"": 84.73788208534707, ""edge_width_ratio"": 0.08510692749763364, ""n_particles"": 1152, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.8030665376594546, ""radial_beta_beta"": 1.399515058788742, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 1.9368456594702683, ""wafer_radius_mm"": 150.0}",94
sample_000095,C01_Uniform,,1219,"{""n_particles"": 1219, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",95
sample_000096,C01_Uniform,,1456,"{""n_particles"": 1456, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",96
sample_000097,C07_StraightLine,,579,"{""angle_deg"": 52.78474949191225, ""n_particles"": 579, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.20673897277215564, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7204946082208601, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04689238146089432}",97
sample_000098,hotspot_center,hotspot,880,"{""center_angle"": ""random"", ""center_radius_ratio"": 0.9, ""mode"": ""center"", ""n_particles"": 880, ""name"": ""wafer_particles.pattern.hotspot"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_ratio"": 0.05, ""wafer_radius_mm"": 150.0}",98
sample_000099,scratch_horizontal,line,1453,"{""angle_category"": ""horizontal"", ""length_ratio"": 1.0, ""n_particles"": 1453, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",99
sample_000100,C01_Uniform,,1173,"{""n_particles"": 1173, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",100
sample_000101,C01_Uniform,,626,"{""n_particles"": 626, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",101
sample_000102,C11_Hotspot_Elliptic,,579,"{""center_angle"": ""random"", ""center_angle_rad"": 5.269416080577402, ""center_radius_ratio"": 0.4873043091539855, ""mode"": ""random"", ""n_particles"": 579, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 5.2207817483989505, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.030427005522125936, ""sigma_y_ratio"": 0.05999118709647018, ""wafer_radius_mm"": 150.0}",102
sample_000103,C07_StraightLine,,1362,"{""angle_deg"": 9.33992244312092, ""n_particles"": 1362, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.0003504242494129506, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.654783615611982, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.006618138406906275}",103
sample_000104,ring_wide,ring,1496,"{""n_particles"": 1496, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",104
sample_000105,C03_Ring,,1015,"{""n_particles"": 1015, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.894406642038553, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1817069607827364}",105
sample_000106,C07_StraightLine,,1189,"{""angle_deg"": 156.01535344123286, ""n_particles"": 1189, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.15100244775591204, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5154186301743371, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01651627458731103}",106
sample_000107,C04_Sector_Edge,,979,"{""angle_center_rad"": 1.441245795059186, ""angle_width_deg"": 45.30214377672793, ""edge_width_ratio"": 0.22169734584598172, ""n_particles"": 979, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.9305952623034015, ""radial_beta_beta"": 2.4931824535830343, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 8.899530897098694, ""wafer_radius_mm"": 150.0}",107
sample_000108,C11_Hotspot_Elliptic,,712,"{""center_angle"": ""random"", ""center_angle_rad"": 5.39692330162298, ""center_radius_ratio"": 0.41324548011875367, ""mode"": ""random"", ""n_particles"": 712, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 3.568222424709836, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.07388784107131458, ""sigma_y_ratio"": 0.010230586431264297, ""wafer_radius_mm"": 150.0}",108
sample_000109,C07_StraightLine,,1469,"{""angle_deg"": 129.7279145715194, ""n_particles"": 1469, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.2532145310911739, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7219989187094074, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.044557462731363226}",109
sample_000110,C03_Ring,,964,"{""n_particles"": 964, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.5239351944865533, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0955455941934985}",110
sample_000111,C01_Uniform,,1230,"{""n_particles"": 1230, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",111
sample_000112,C04_Sector_Edge,,1130,"{""angle_center_rad"": 6.127194471760911, ""angle_width_deg"": 67.30101568085944, ""edge_width_ratio"": 0.084860169306009, ""n_particles"": 1130, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.315159598402066, ""radial_beta_beta"": 2.3568295092583824, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 3.650793936643939, ""wafer_radius_mm"": 150.0}",112
sample_000113,C03_Ring,,764,"{""n_particles"": 764, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.8485074818069485, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.09532198218273669}",113
sample_000114,ring_narrow,ring,677,"{""n_particles"": 677, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",114
sample_000115,C01_Uniform,,750,"{""n_particles"": 750, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",115
sample_000116,C01_Uniform,,1409,"{""n_particles"": 1409, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",116
sample_000117,C11_Hotspot_Elliptic,,787,"{""center_angle"": ""random"", ""center_angle_rad"": 3.6130280828384254, ""center_radius_ratio"": 0.4972986060886354, ""mode"": ""random"", ""n_particles"": 787, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 0.5760482411440614, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.1016581400475033, ""sigma_y_ratio"": 0.0775047884152998, ""wafer_radius_mm"": 150.0}",117
sample_000118,C04_Sector_Edge,,1480,"{""angle_center_rad"": 2.6602009167679963, ""angle_width_deg"": 47.113280592281576, ""edge_width_ratio"": 0.13664143656698036, ""n_particles"": 1480, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.1608104658535967, ""radial_beta_beta"": 2.6687825461734644, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 7.212030282137199, ""wafer_radius_mm"": 150.0}",118
sample_000119,C11_Hotspot_Elliptic,,1298,"{""center_angle"": ""random"", ""center_angle_rad"": 0.23149958268144905, ""center_radius_ratio"": 0.7377936469245252, ""mode"": ""random"", ""n_particles"": 1298, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 3.947461784492654, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.10926571965393973, ""sigma_y_ratio"": 0.05296259154230626, ""wafer_radius_mm"": 150.0}",119
sample_000120,C04_Sector_Edge,,642,"{""angle_center_rad"": 0.6520294256489341, ""angle_width_deg"": 55.425258532889515, ""edge_width_ratio"": 0.134088659119942, ""n_particles"": 642, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.6142520162231397, ""radial_beta_beta"": 1.7010923018223982, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.920519761632537, ""wafer_radius_mm"": 150.0}",120
sample_000121,ring_narrow,ring,1408,"{""n_particles"": 1408, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",121
sample_000122,C11_Hotspot_Elliptic,,1526,"{""center_angle"": ""random"", ""center_angle_rad"": 2.8525188137879867, ""center_radius_ratio"": 0.5245389309324526, ""mode"": ""random"", ""n_particles"": 1526, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 3.887493684080056, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.07175468424415854, ""sigma_y_ratio"": 0.03285371308987845, ""wafer_radius_mm"": 150.0}",122
sample_000123,ring_wide,ring,759,"{""n_particles"": 759, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",123
sample_000124,C03_Ring,,632,"{""n_particles"": 632, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6941981579084167, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1037664099293722}",124
sample_000125,C07_StraightLine,,960,"{""angle_deg"": 111.82715069255669, ""n_particles"": 960, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.2123109227046563, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5923868494635998, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.014688594617140217}",125
sample_000126,C04_Sector_Edge,,527,"{""angle_center_rad"": 6.107167974548985, ""angle_width_deg"": 69.94272050552257, ""edge_width_ratio"": 0.1705356540048582, ""n_particles"": 527, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.9527999162987975, ""radial_beta_beta"": 3.340416116990485, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 8.61101460586593, ""wafer_radius_mm"": 150.0}",126
